0,Cr0.5Fe0.5(VO4)_,triclinic,9.8245,8.8776,6.8252,90.0,107.641,90.0
1,1,-1,12.212892834982041,0.8707532503937504
2,0,-1,13.960037563638124,0.23572124815300308
0,2,0,14.155143974001053,0.13880488146979747
0,2,-1,17.137281039304515,0.3055141376912456
2,0,1,18.763153785181213,0.3405938338845747
0,0,2,19.320279552367538,4.135783406073988
2,-2,0,19.506898646416456,18.236802122377803
1,1,-2,19.74376686673381,4.649744695604701
2,-2,-1,19.8809142069193,0.4918740262886816
2,0,-2,19.906051960906876,2.0389460618264725
3,1,-1,20.75741056968333,2.8025724136660313
1,1,2,23.387809244905956,2.2115318223964846
1,-3,-1,23.44975379930783,1.3433164947131695
0,2,-2,23.95081006785218,1.3112861902000947
3,1,-2,24.35046255522665,1.4977886603054407
2,2,-2,24.425785669964082,2.105487534786851
1,-3,1,25.06945549552759,0.2389201061474957
3,1,1,25.819179505566407,0.14295593469015003
2,0,2,26.65703447585027,0.14022501294453918
4,0,0,26.84406778987611,1.1212099808330191
1,3,-2,28.116766029138777,0.18789952566504986
0,4,0,28.310287948002106,0.813281567750552
1,1,-3,28.585214880562493,0.13279048677077918
3,3,-1,28.837584770708485,0.2328386034172441
0,0,3,28.9804193285513,1.1324375160100273
3,3,0,29.26034796962469,3.5473328384234146
0,4,1,29.913052405165892,0.13350658600809168
2,-2,2,30.18220647950325,0.7234108153012047
1,3,2,30.785155889251318,0.2421522523494947
4,2,-2,31.303333624990298,0.31681688209051123
2,4,0,31.33086972261797,0.5736787508777303
3,3,-2,31.52270972652719,0.22332065553276606
0,2,3,32.25264028546141,0.18694706508922626
1,-1,3,32.44802685141564,0.41774943959414956
5,1,-1,32.75496028805071,0.32091347729833186
4,0,-3,32.99922433030231,0.2728124593450607
2,4,1,33.963632662969864,0.5860085154632508
5,1,-2,34.00552471250498,0.1031922235820295
4,2,1,34.22665143007335,0.48759036613057
0,4,-2,34.27456207860903,0.2592153723481281
5,1,0,34.29337745048725,0.31379840835986605
1,3,-3,34.897717856864624,0.2528777208099466
1,5,0,36.01858380403901,0.20006700574971348
3,3,-3,36.63867850494612,0.8008668521179739
1,5,-1,36.76089439808212,0.11239105232032667
2,0,-4,36.86322312857416,2.2370478095365693
4,0,2,37.52630757036243,0.21177575904618426
1,5,1,37.814679722840864,0.13174394479476026
2,2,3,38.15945146411951,0.19536838614559682
4,-4,-1,38.18666506142546,0.6137482788428742
3,3,2,38.27794537416304,1.1729553874575271
5,3,-1,38.38780568515444,1.5856829352555832
3,1,-4,38.43181879401663,0.30182067221429576
2,-4,2,38.885342878075065,0.2909067934477097
4,-4,0,39.01379729283291,0.8570672978035321
5,3,-2,39.460257384135026,0.9669310690008985
4,-4,-2,39.7618284138386,0.4784107166239671
4,2,2,40.10725446587112,0.34453865227611574
6,0,0,40.26610168481416,0.2639493754358986
3,-5,-1,40.411368438925585,0.5836222578978659
0,4,3,40.51341886532736,0.10421960850303762
0,2,4,41.15168172567462,1.3449352146380673
6,2,-2,41.51482113936666,0.3447126749487833
1,5,2,41.82341720644427,0.39550595883745243
6,0,-3,41.880112690914366,0.10338203280142472
4,2,-4,42.25365924515883,1.2231717296393727
3,5,-2,42.36925338263214,0.4214846592426859
0,6,0,42.46543192200315,0.6548427917740715
6,2,0,42.68169450498061,0.4440833160444147
1,3,-4,42.7993632229282,0.11886948630816656
5,3,1,43.20366712782154,0.29325307443288184
3,-5,1,43.23006634148101,0.2643414093737037
4,4,-3,43.478974345083266,0.17536592035887083
0,6,1,43.55032960630369,0.3937375410160476
6,0,1,44.16375416752362,0.17078135146803367
6,2,-3,44.207600476935916,0.20277844467067296
2,6,0,44.536096620596986,0.268369236445886
2,0,4,44.58239993741629,0.2674959266608593
2,-6,-1,44.70118071259943,0.3154817598314927
3,3,3,45.273309719254875,1.195032355169343
2,4,3,45.35689626524932,0.5766013435681051
7,1,-1,45.55443711801176,0.6098534000845433
2,4,-4,46.47977649608309,0.33234610758754896
6,0,-4,46.598412051155584,0.2533536066763949
1,-5,3,47.48771474916833,0.30027745658469474
6,4,-1,47.7534261839267,0.10974755011086403
5,3,-4,47.79119469940717,0.6303061662858638
4,6,-1,49.59901100966614,0.11075531658087716
6,0,2,49.66036669657146,0.2511315273060793#
1,SnO2_,triclinic,4.737,4.737,3.185,90.0,90.0,90.0
1,1,0,18.75821379843093,112.03176103252022
1,0,1,23.771971829658092,89.85631732891318
2,0,0,26.528120359635153,25.597431925093183
1,1,-1,27.222085466104172,4.247516419774856
2,1,0,29.659340219720182,1.5125837043582513
2,1,-1,35.62089014167595,73.26435645879913
2,2,0,37.51642759686186,17.48593178763919
0,0,2,39.454852792336496,8.650007964781635
3,1,0,41.9446411897661,16.185466239437247
2,2,1,42.386951905590166,0.16204896411946706
1,1,2,43.68702317362202,17.02149204126727
3,0,1,44.41383775694953,21.49256663345831
3,1,1,46.35217661291062,0.2299944006263127
2,0,2,47.543943659316184,8.651498199878864
2,1,-2,49.359516520464965,0.32896453536678116#
