0,Bi2Ti2O7,cubic,10.3714,10.3714,10.3714,90.0,90.0,90.0
1,1,1,14.794228204692205,36.87154916769016
2,2,0,24.272923763184618,0.5004445376551236
3,1,1,28.54443903270802,27.34398190623446
2,2,2,29.842512761762226,100.0
4,0,0,34.59405454549434,31.417003569824036
3,3,1,37.81033864625154,19.326191667660513
4,2,2,42.7102779774326,0.14089939796132786
5,1,1,45.44110531186622,6.666019465172283
4,4,0,49.72998368369595,33.521647791259625
5,3,1,52.17587573088262,8.888713094621068
4,4,2,52.973136824228526,0.8138076164923195
6,2,0,56.083216389411945,1.1374670387296257
5,3,3,58.342706531872174,2.339934421763599
6,2,2,59.08358640506928,25.626182793982718
4,4,4,61.99258257431406,6.1801311519482285
7,1,1,64.12336088716786,1.7335806973131123
6,4,2,67.59298885708472,0.2862106986473294
7,3,1,69.63297124210284,1.3598002337546138
8,0,0,72.97546688833346,2.8585083903011546
7,3,3,74.95187528288677,0.07201369328964932
8,2,0,75.60650173909697,0.2888647786809786
8,2,2,78.20686322533196,0.45048909948254723
7,5,1,80.14077985514167,2.024483128983001
6,6,2,80.78279405542203,6.119647348787788
8,4,0,83.34005220137777,4.5398020149634455
7,5,3,85.24900255744794,1.485215210769511
8,4,2,85.88404122686627,1.101559247301914
6,6,4,88.41992109757234,1.2739637597411106
9,3,1,90.31952873921497,0.2563149703494719
8,4,4,93.48735611041344,2.9454025702046835
7,7,1,95.39256686809712,1.095895066587727
10,2,0,98.58234297846558,0.07111467475075622
7,7,3,100.5085069568913,1.3644629667593253
10,2,2,101.15312861647094,2.6481812092410397
9,5,3,105.7109168603054,0.04801896484099166
10,4,0,106.36970378481516,0.906277736092841 #
1,Bi2O3,cubic,5.6607,5.6607,5.6607,90.0,90.0,90.0
1,0,0,27.287558895136236,100.0
1,1,0,31.611428240314172,44.75343193513467
2,1,1,45.31208158909584,44.77689425758512
2,2,1,53.70366626236864,51.239317234085924
2,0,0,56.29843109620077,13.267721054261347
2,2,0,66.01549243459976,6.743265580434802
3,2,2,72.83008478817588,19.502466969145004
3,2,1,75.04193483879781,18.642212943765927
3,3,2,83.6999939233022,15.35907585110431
3,3,1,90.08873867465746,17.556457361076358
4,2,2,100.77897101613245,6.155813473373845
4,3,2,107.35576443110033,23.10932373123547#
