xcenter,ycenter,dwell,Tpeak,power,Sample,x,y,Ta.nmol_offgrid,Ta.nmol_ongrid,Sn.nmol_offgrid,Sn.nmol_ongrid,Ta.nmol_relRatio,Sn.nmol_relRatio
-14,30,3410,762,28.1599442615495,24512,36.059,77.047,15.4,15.6,27.4,27.4,1.01,0.999
-14,35,629,950,40.326308286265,25955,36.059,82.127,14.6,14.8,24.4,24.7,1.01,1.01
-14,40,1581,1212,40.3512923936724,27191,36.059,87.207,14.3,14.2,21.9,21.9,0.996,0.999
-12,-40,2150,838,31.8674885520042,991,38.091,7.451,14.4,14.4,25,24.7,0.996,0.99
-12,-35,396,688,35.9913144636561,2251,38.091,12.531,15.1,15.3,27.1,27.1,1.01,0.998
-12,-30,292,800,41.7332630949248,3558,38.091,17.103,15.9,15.8,29.6,28.9,0.99,0.978
-12,-25,2924,800,29.7249933425783,5155,38.091,22.183,16.8,16.9,32,31.9,1.01,0.996
-12,-20,2507,762,29.2526514531592,6870,38.091,27.263,17.7,17.4,34.1,34.4,0.988,1.01
-12,-15,1844,838,32.4831511260371,8673,38.091,32.343,18.1,18.2,36,36.2,1,1
-12,-10,3976,950,32.2274743191042,10522,38.091,37.423,18.8,18.7,37.5,37.5,0.993,0.999
-12,-5,250,500,31.3324672428088,12372,38.091,42.503,19.1,19.1,38.1,37.8,0.998,0.994
-12,0,855,538,26.1498281807508,14037,38.091,47.075,19.5,19.5,37.8,37.7,0.999,0.998
-12,5,1163,1250,42.3696155043895,15887,38.091,52.155,19.4,19.3,37.1,37.2,0.993,1
-12,10,7354,1250,35.5050153747046,17737,38.091,57.235,19.1,19.1,35.4,35.3,1,0.995
-12,15,396,612,33.1789656361524,19584,38.091,62.315,18.7,18.5,33.3,33.3,0.985,0.999
-12,20,250,875,45.0770568864688,21380,38.091,67.395,18,18,31,30.8,1,0.994
-12,25,1581,1288,41.4558832877785,23085,38.091,72.475,17.3,17.1,28.4,28.4,0.99,0.998
-12,30,6306,1062,32.9510012740136,24516,38.091,77.047,16.6,16.4,26.1,26.1,0.986,0.999
-12,35,1844,800,31.4875259167131,25959,38.091,82.127,15.9,15.9,23.2,23.5,0.999,1.01
-12,40,2150,650,26.453288491142,27195,38.091,87.207,15.1,15.2,21.3,21.5,1,1.01
-10,-40,8575,1138,33.3591577895364,995,40.123,7.451,15.5,15.5,23.9,24,1,1.01
-10,-35,2507,1100,36.7473335409062,2255,40.123,12.531,16.4,16.4,25.9,25.7,1,0.992
-10,-30,292,875,43.7825006468341,3562,40.123,17.103,17.4,17.3,28,27.9,0.994,0.996
-10,-25,3976,688,25.5454218134792,5159,40.123,22.183,17.9,18.2,30.2,29.8,1.02,0.985
-10,-20,1356,1062,38.6062075977968,6874,40.123,27.263,19.1,19.2,32.2,32.6,1,1.01
-10,-15,6306,950,30.7284631909825,8677,40.123,32.343,19.8,19.7,33.7,33.9,0.993,1.01
-10,-10,539,688,34.0810194128972,10526,40.123,37.423,20.4,20.3,34.9,34.8,0.996,0.998
-10,-5,539,1250,47.3007244667926,12376,40.123,42.503,20.8,20.8,35.5,35.5,1,1
-10,0,1356,650,28.245426363891,14041,40.123,47.075,20.9,21,35.3,35.3,1,1
-10,5,8575,1062,32.0314915096326,15891,40.123,52.155,21.1,20.7,34.8,33.9,0.981,0.975
-10,10,250,838,44.074948608281,17741,40.123,57.235,20.7,20.4,33.1,33.4,0.987,1.01
-10,15,10000,1325,35.6469351566699,19588,40.123,62.315,20.3,20,31.4,31.2,0.983,0.995
-10,20,10000,1250,34.6419340014648,21384,40.123,67.395,19.4,19.4,29.3,29,0.996,0.991
-10,25,1581,1100,38.5922308786098,23089,40.123,72.475,18.9,18.7,26.9,26.7,0.989,0.992
-10,30,10000,1100,32.2745653173906,24520,40.123,77.047,17.9,17.9,24.6,25,0.997,1.02
-10,35,1581,1362,42.5301221756129,25963,40.123,82.127,17.1,17.2,22.1,22.4,1,1.01
-10,40,7354,1325,36.4972723866471,27199,40.123,87.207,16.2,16.1,20.5,19.9,0.998,0.972
-8,-40,396,1025,44.9275232898215,999,42.155,7.451,16.6,16.7,22.6,22.5,1,0.997
-8,-35,2150,912,33.6465338200383,2259,42.155,12.531,17.7,17.7,24.6,24.3,1,0.99
-8,-30,733,500,25.2823370118102,3566,42.155,17.103,18.7,18.5,26.2,26.4,0.986,1
-8,-25,396,1288,51.2655657583697,5163,42.155,22.183,19.6,19.8,28.2,28.6,1.01,1.02
-8,-20,3410,650,24.8853730603171,6878,42.155,27.263,20.8,20.9,30.1,30.3,1,1.01
-8,-15,396,1062,45.7134928645235,8681,42.155,32.343,21.8,21.6,31.5,31.4,0.992,0.998
-8,-10,3976,500,19.556636881831,10530,42.155,37.423,22.3,22.4,32.5,32.4,1.01,0.996
-8,-5,733,538,26.8498209385562,12380,42.155,42.503,22.8,22.5,33,33.2,0.991,1.01
-8,0,2507,800,30.2896529629525,14045,42.155,47.075,22.7,22.7,33,32.6,0.997,0.991
-8,5,462,1100,45.3468462662124,15895,42.155,52.155,22.8,22.7,32.3,32.1,0.996,0.995
-8,10,5407,538,20.0344813662769,17745,42.155,57.235,22.5,22.2,31.1,31.1,0.989,1
-8,15,340,1250,51.8448139366254,19592,42.155,62.315,22.1,22.1,29.5,29.8,0.997,1.01
-8,20,2150,800,30.8764474726152,21388,42.155,67.395,21.1,21.4,27.4,27.6,1.02,1.01
-8,25,1163,912,36.2894210515833,23093,42.155,72.475,20.4,20.4,25.4,25.6,1,1.01
-8,30,1163,1288,42.963164836108,24524,42.155,77.047,19.3,19.5,23.1,22.9,1.01,0.992
-8,35,1844,762,30.4367302416519,25967,42.155,82.127,18.3,18.3,21,21.3,0.998,1.02
-8,40,1581,1175,39.7940574199045,27203,42.155,87.207,17.3,16.9,19.3,19.6,0.981,1.02
-6,-40,2150,1138,37.957740697625,1003,44.187,7.451,17.7,17.7,21.2,21,1,0.988
-6,-35,539,725,35.2998432711735,2263,44.187,12.531,18.8,18.8,23,23.1,0.996,1
-6,-30,733,1138,43.0455462415896,3570,44.187,17.103,20,20,24.7,24.8,1,1
-6,-25,997,1212,42.5718693995625,5167,44.187,22.183,21.3,21.4,26.4,26.3,1,0.996
-6,-20,6306,1100,33.628069571922,6882,44.187,27.263,22.5,22.5,28,28,1,0.997
-6,-15,1356,1212,41.0427828756156,8685,44.187,32.343,23.6,23.3,29.4,29.2,0.986,0.994
-6,-10,8575,950,29.8063711748188,10534,44.187,37.423,24.2,24.2,30.5,30.5,1,1
-6,-5,4637,838,29.121558695097,12384,44.187,42.503,24.8,24.5,30.7,30.6,0.989,0.998
-6,0,629,762,35.5488515484448,14049,44.187,47.075,24.9,25.1,30.6,30.5,1.01,0.998
-6,5,462,1138,46.1244396777758,15899,44.187,52.155,24.8,25,29.8,29.7,1.01,0.998
-6,10,2150,1175,38.5316437382771,17749,44.187,57.235,24.4,24.5,29,28.7,1.01,0.989
-6,15,2924,1138,36.8056030566259,19596,44.187,62.315,24,24,27.4,27.4,1,1
-6,20,2924,1288,38.9711497831303,21392,44.187,67.395,23,23,25.4,25.1,1,0.988
-6,25,5407,1250,36.4216119013038,23097,44.187,72.475,21.8,22,23.6,23.2,1.01,0.985
-6,30,396,800,39.5180360006241,24528,44.187,77.047,20.7,20.7,21.8,21.9,0.997,1.01
-6,35,396,1212,49.1271948500898,25971,44.187,82.127,19.5,19.4,19.8,19.7,0.992,0.993
-6,40,6306,1138,34.2680665688369,27207,44.187,87.207,18.2,18,18.1,17.9,0.991,0.991
-4,-40,3976,575,22.0461721537581,1007,46.219,7.451,18.7,18.8,19.6,19.8,1.01,1.01
-4,-35,733,1362,47.3303670925986,2267,46.219,12.531,20,20,21.2,21.5,0.998,1.02
-4,-30,2924,1175,37.3806817809009,3574,46.219,17.103,21.5,21.4,23,23,0.998,0.999
-4,-25,8575,1288,35.5866249130693,5171,46.219,22.183,22.8,23,24.7,24.2,1.01,0.98
-4,-20,5407,688,24.6146379865854,6886,46.219,27.263,24.3,24.5,25.7,26,1.01,1.01
-4,-15,5407,575,21.2094133324604,8689,46.219,32.343,25.2,25.2,27.1,27.2,0.998,1
-4,-10,3410,800,29.1823319552623,10538,46.219,37.423,26.1,26.1,28,27.4,0.999,0.98
-4,-5,462,912,41.373708377337,12388,46.219,42.503,26.8,27.1,28.1,27.6,1.01,0.984
-4,0,4637,912,30.8749308906377,14053,46.219,47.075,26.9,27.1,27.7,28,1.01,1.01
-4,5,2507,1025,35.403480674232,15903,46.219,52.155,26.9,26.9,27.3,27.5,1,1.01
-4,10,539,1362,50.1438585144559,17753,46.219,57.235,26.3,26.3,26.3,26.3,1,1
-4,15,4637,875,30.0189268091945,19600,46.219,62.315,25.6,25.8,25.1,25.2,1.01,1.01
-4,20,292,538,32.0521216636679,21396,46.219,67.395,24.5,24.7,23.3,23.6,1.01,1.01
-4,25,2507,1062,36.0864773015683,23101,46.219,72.475,23.3,23.4,21.4,21.7,1,1.01
-4,30,462,1175,46.9064609138098,24532,46.219,77.047,22.1,22.2,20.4,20,1,0.983
-4,35,539,500,26.7426441901727,25975,46.219,82.127,20.5,20.6,18.7,18.5,1.01,0.989
-4,40,1356,688,29.4848571361413,27211,46.219,87.207,19,19,16.8,17,1,1.01
-2,-40,539,1025,42.8097996580243,1011,48.251,7.451,19.5,19.4,18.4,18.4,0.994,1
-2,-35,2924,650,25.3857508014516,2271,48.251,12.531,21.1,21.3,19.6,19.8,1.01,1.01
-2,-30,1844,575,24.4859948205709,3578,48.251,17.103,22.7,22.8,21,21.2,1,1.01
-2,-25,855,612,28.9677001029871,5175,48.251,22.183,24.4,24.5,22.5,22.7,1,1.01
-2,-20,1844,1325,41.2911239714098,6890,48.251,27.263,25.9,26.1,23.4,23.5,1.01,1.01
-2,-15,1581,1400,43.1029561349324,8693,48.251,32.343,27,27.1,24.4,24.6,1,1.01
-2,-10,10000,1212,34.0897613281754,10542,48.251,37.423,27.9,28.2,25,25,1.01,0.999
-2,-5,1844,988,35.8910452526781,12392,48.251,42.503,28.7,28.8,25.4,25.3,1,0.998
-2,0,462,1362,51.8612411233079,14057,48.251,47.075,29,28.8,24.9,25.5,0.994,1.02
-2,5,1356,1325,42.7397339871208,15907,48.251,52.155,28.7,28.6,24.7,24.6,0.997,0.997
-2,10,1356,1138,39.8913822951665,17757,48.251,57.235,28,28.1,24,23.5,1,0.982
-2,15,539,1138,45.0037429224012,19604,48.251,62.315,27.2,27.1,22.6,22.4,0.996,0.991
-2,20,2150,725,28.7653725801103,21400,48.251,67.395,25.8,26.2,21.2,21.4,1.01,1.01
-2,25,3976,1025,33.7499709684192,23105,48.251,72.475,24.6,24.5,19.8,19.9,0.998,1
-2,30,997,1062,40.0570080572236,24536,48.251,77.047,23.1,23.2,18.5,18.1,1,0.978
-2,35,2924,1250,38.4598538855998,25979,48.251,82.127,21.5,21.3,17.4,17.1,0.989,0.986
-2,40,250,1212,54.5618712978989,27215,48.251,87.207,19.8,19.8,15.8,15.9,1,1.01
0,-40,629,575,29.078274441822,1014,49.775,7.451,20.5,20.3,16.9,16.9,0.992,1
0,-35,340,875,42.6097283874836,2274,49.775,12.531,22.2,22.2,17.8,18.1,1,1.02
0,-30,2924,725,27.6464135603294,3581,49.775,17.103,23.9,23.8,19,18.7,0.996,0.988
0,-25,4637,538,20.4249084275881,5178,49.775,22.183,25.7,25.4,19.8,20.1,0.988,1.02
0,-20,1581,875,34.0457020534789,6893,49.775,27.263,27.5,27,21,21.3,0.981,1.01
0,-15,855,988,39.4316472011426,8696,49.775,32.343,28.7,28.3,21.5,21.9,0.988,1.02
0,-10,10000,838,26.8245847958412,10545,49.775,37.423,29.8,29.6,21.9,22.5,0.996,1.03
0,-5,6306,538,19.6595140744369,12395,49.775,42.503,30.4,30.3,22.4,22.1,0.999,0.985
0,0,3410,838,30.1581130330159,14060,49.775,47.075,30.8,30.7,22.1,22.2,0.996,1
0,5,7354,838,27.6971656325328,15910,49.775,52.155,30.5,30.3,21.7,21.6,0.996,0.994
0,10,997,500,23.9824887649012,17760,49.775,57.235,29.7,29.4,21,21.1,0.99,1.01
0,15,4637,575,21.6188579357606,19607,49.775,62.315,28.8,28.6,20,20.1,0.992,1.01
0,20,4637,950,31.711068889683,21403,49.775,67.395,27.4,27.1,18.9,19,0.991,1.01
0,25,340,1325,54.5362106042493,23108,49.775,72.475,26,25.8,17.8,17.9,0.995,1.01
0,30,2507,1138,37.3703601348671,24539,49.775,77.047,24.4,24.3,16.8,16.5,0.997,0.986
0,35,1844,950,35.1034860575013,25982,49.775,82.127,22.8,22.6,15.8,15.6,0.991,0.984
0,40,462,838,39.5392887509186,27218,49.775,87.207,20.9,20.6,14.8,15,0.986,1.01
2,-40,539,575,29.894945422308,1018,51.807,7.451,21.1,21.2,16,15.5,1,0.97
2,-35,2924,1025,34.8320054241562,2278,51.807,12.531,22.8,22.8,16.7,16.9,1,1.01
2,-30,4637,725,26.1295141119321,3585,51.807,17.103,24.7,24.5,17.6,17.4,0.995,0.988
2,-25,6306,912,29.8950650673643,5182,51.807,22.183,26.5,26.5,18.1,18.3,0.999,1.01
2,-20,1581,950,35.749812949759,6897,51.807,27.263,28.4,28.3,19.4,19.3,0.997,0.994
2,-15,2924,575,22.9569854718041,8700,51.807,32.343,29.7,29.6,19.8,19.9,0.996,1
2,-10,1581,538,23.7047157057616,10549,51.807,37.423,30.9,30.9,20,20,1,1
2,-5,629,800,36.643880657771,12399,51.807,42.503,31.4,31.7,20.5,20,1.01,0.975
2,0,1163,500,23.384119223154,14064,51.807,47.075,31.9,32.1,20.3,19.9,1.01,0.985
2,5,6306,575,20.8158755239535,15914,51.807,52.155,31.6,31.7,19.9,19.7,1,0.989
2,10,396,1250,50.1440559578698,17764,51.807,57.235,30.9,31.2,19.2,19.1,1.01,0.994
2,15,1844,1100,37.9493463535537,19611,51.807,62.315,29.8,30,18.4,18.6,1,1.01
2,20,10000,988,30.1562586385244,21407,51.807,67.395,28.3,28.6,17.5,17.1,1.01,0.976
2,25,1356,988,37.2086023877573,23112,51.807,72.475,26.8,26.7,16.6,16.8,0.998,1.01
2,30,3410,912,31.9234132915831,24543,51.807,77.047,25.2,25.1,15.8,15.6,0.995,0.992
2,35,396,1100,46.526485572085,25986,51.807,82.127,23.3,23.2,15,14.7,0.997,0.977
2,40,2924,612,24.1750363521005,27222,51.807,87.207,21.5,21.5,14,14,0.998,1
4,-40,10000,1062,31.5908820117087,1022,53.839,7.451,21.9,21.9,15.1,14.9,1,0.985
4,-35,1163,988,37.9123554547533,2282,53.839,12.531,23.8,24,15.7,15.3,1.01,0.976
4,-30,340,1062,46.9439515128671,3589,53.839,17.103,25.6,25.8,16.1,16,1.01,0.991
4,-25,997,688,30.8618102932472,5186,53.839,22.183,27.6,27.9,16.7,16.7,1.01,1.01
4,-20,7354,575,20.4379264611647,6901,53.839,27.263,29.4,29.6,17.5,17.6,1.01,1.01
4,-15,1844,688,28.2331976555655,8704,53.839,32.343,31,31.4,17.9,17.5,1.01,0.98
4,-10,2507,688,27.089968235571,10553,53.839,37.423,32.2,32.5,17.8,17.8,1.01,0.997
4,-5,3976,1250,37.4015278133031,12403,53.839,42.503,32.9,33.1,18.1,18.1,1,1
4,0,2150,1325,40.6409816874911,14068,53.839,47.075,33.3,33.1,18.2,17.8,0.992,0.978
4,5,539,612,31.3421931654477,15918,53.839,52.155,32.9,33.3,17.9,17.8,1.01,0.993
4,10,292,575,33.6926133338122,17768,53.839,57.235,32.4,32.6,17.4,17.4,1.01,0.999
4,15,8575,612,21.1723777414259,19615,53.839,62.315,31.3,31,16.5,16.8,0.991,1.02
4,20,733,1212,44.352163917452,21411,53.839,67.395,29.7,29.8,16.1,16,1,0.994
4,25,5407,500,18.8017723163642,23116,53.839,72.475,27.9,28,15.4,15.2,1,0.986
4,30,10000,762,24.9259040099313,24547,53.839,77.047,26.1,26.2,14.5,14.8,1,1.02
4,35,2150,1400,41.6500719719278,25990,53.839,82.127,24.1,24,13.9,13.8,0.999,0.988
4,40,2507,912,33.0508544658221,27226,53.839,87.207,22.3,22.1,13.1,13.3,0.99,1.01
6,-40,7354,1362,36.951230840277,1026,55.871,7.451,22.8,22.6,14,13.9,0.99,0.991
6,-35,3976,912,31.3904306936927,2286,55.871,12.531,24.8,24.9,14.6,14.5,1,0.991
6,-30,2507,875,32.1872629002416,3593,55.871,17.103,26.6,27,14.9,15.2,1.02,1.02
6,-25,10000,688,22.9512863273415,5190,55.871,22.183,28.7,29,15.5,15.7,1.01,1.02
6,-20,2507,1362,40.5111640398436,6905,55.871,27.263,30.8,30.8,16,15.9,1,0.996
6,-15,2924,762,28.6952045527722,8708,55.871,32.343,32.5,32.7,16.2,16.1,1.01,0.991
6,-10,10000,612,20.8068678669619,10557,55.871,37.423,33.8,33.7,16.3,16.3,0.998,0.998
6,-5,1356,950,36.4227965369342,12407,55.871,42.503,34.7,34.6,16.5,16.4,0.996,0.995
6,0,1356,875,34.7180557922935,14072,55.871,47.075,34.9,35,16.1,16.2,1,1
6,5,3410,1325,38.9047649050168,15922,55.871,52.155,34.4,34.6,16.3,16.3,1.01,1
6,10,2507,1175,37.9442860324768,17772,55.871,57.235,33.9,34,15.9,15.8,1,0.997
6,15,629,838,37.6689395843852,19619,55.871,62.315,32.8,33,15.3,15.2,1,0.996
6,20,250,575,34.8275709423694,21415,55.871,67.395,31.1,31.2,14.7,14.5,1,0.986
6,25,629,988,41.1242914958616,23120,55.871,72.475,29.3,29,14.3,14.5,0.99,1.02
6,30,997,1138,41.3660489955474,24551,55.871,77.047,27.2,27.5,13.4,13.8,1.01,1.03
6,35,4637,1100,34.599288994531,25994,55.871,82.127,25.3,25.3,12.8,13.1,1,1.02
6,40,340,912,43.5232301928093,27230,55.871,87.207,23.2,23.2,12.4,12.5,0.999,1.01
8,-40,855,762,33.9062174832265,1030,57.903,7.451,23.5,23.3,13,13,0.989,0.997
8,-35,733,650,31.0862763096718,2290,57.903,12.531,25.7,25.6,13.6,13.5,0.997,0.992
8,-30,7354,950,30.2600893609165,3597,57.903,17.103,27.8,28,13.9,13.9,1.01,1
8,-25,1163,1062,39.3114673478694,5194,57.903,22.183,30,30.2,14.4,14.3,1,0.989
8,-20,733,838,36.8174462774061,6909,57.903,27.263,32.3,32.1,14.9,14.7,0.995,0.985
8,-15,629,688,33.2055998516414,8712,57.903,32.343,34.2,34.1,14.9,14.9,0.999,1
8,-10,1844,1025,36.6122896546902,10561,57.903,37.423,35.5,35.3,15.3,15,0.994,0.979
8,-5,8575,1362,36.5217354515309,12411,57.903,42.503,36.5,36.4,15.1,15.3,0.998,1.02
8,0,1356,1288,42.1811570791993,14076,57.903,47.075,36.5,36.4,14.4,14.9,0.998,1.03
8,5,1844,1362,41.8066563554642,15926,57.903,52.155,36.3,36.2,14.9,14.9,0.997,0.997
8,10,4637,1062,33.9276440260669,17776,57.903,57.235,35.6,35.4,14.6,14.5,0.996,0.995
8,15,1163,1212,41.7796568246983,19623,57.903,62.315,34.3,34.2,14.3,13.8,0.997,0.967
8,20,1581,838,33.1264973192125,21419,57.903,67.395,32.6,32.4,13.7,13.6,0.995,0.995
8,25,7354,1400,37.3970005937868,23124,57.903,72.475,30.7,30.4,13.2,13.2,0.99,0.994
8,30,8575,538,18.9542201997005,24555,57.903,77.047,28.4,28.4,12.7,12.6,1,0.996
8,35,1581,1250,40.9078350128108,25998,57.903,82.127,26.3,26,12,12.4,0.992,1.03
8,40,1356,575,25.6332567187894,27234,57.903,87.207,23.9,24.1,11.9,11.6,1,0.968
10,-40,8575,912,28.9769390691205,1034,59.935,7.451,24.4,24.4,12.4,12.4,0.998,1
10,-35,1581,650,27.6204763162005,2294,59.935,12.531,26.8,26.7,12.6,12.4,0.999,0.984
10,-30,5407,1362,37.8579899968904,3601,59.935,17.103,29.1,29.2,13.1,12.9,1,0.985
10,-25,8575,1400,36.9683021486412,5198,59.935,22.183,31.5,31.4,13.4,13,0.998,0.969
10,-20,396,1138,47.3623456192591,6913,59.935,27.263,33.9,33.2,13.7,13.8,0.979,1
10,-15,340,1175,49.6691969416434,8716,59.935,32.343,36,35.8,13.6,13.6,0.994,0.996
10,-10,997,1100,40.7246934689381,10565,59.935,37.423,37.4,37.3,14.2,13.8,0.996,0.972
10,-5,1163,875,35.4210119121543,12415,59.935,42.503,38.2,38.6,13.7,13.6,1.01,0.994
10,0,8575,650,22.2730823802696,14080,59.935,47.075,38.5,38.1,13.4,13.8,0.991,1.03
10,5,3410,1250,37.9193629970224,15930,59.935,52.155,38.3,38.5,13.5,13.3,1.01,0.984
10,10,292,1175,51.3104866496481,17780,59.935,57.235,37.5,37.3,13.4,13.2,0.995,0.988
10,15,7354,1138,33.8069250397014,19627,59.935,62.315,35.9,36,13.1,12.9,1,0.984
10,20,462,1325,50.6827269483905,21423,59.935,67.395,34.3,34.2,12.7,12.7,0.997,1
10,25,3410,575,22.491393499041,23128,59.935,72.475,31.9,31.8,12.3,12.4,0.997,1.01
10,30,3976,1212,36.8674133644757,24559,59.935,77.047,29.7,29.9,12.1,12,1,0.99
10,35,2507,1325,40.0300858320986,26002,59.935,82.127,27.3,27,11.4,11.6,0.991,1.02
10,40,2150,538,22.6564322260531,27238,59.935,87.207,24.8,24.9,11.3,11.2,1,0.987
12,-40,3976,800,28.660602567567,1038,61.967,7.451,25.4,25.3,11.7,11.8,0.996,1.02
12,-35,250,1175,53.2251881007297,2298,61.967,12.531,27.8,27.8,11.9,11.8,1,0.99
12,-30,2924,912,32.4765317692913,3605,61.967,17.103,30.3,30.3,12.2,11.9,1,0.972
12,-25,8575,688,23.3446242647904,5202,61.967,22.183,32.9,32.7,12.3,12.1,0.992,0.983
12,-20,462,500,27.545340352625,6917,61.967,27.263,35.5,35.6,12.6,12.6,1,0.998
12,-15,855,1400,46.97076491553,8720,61.967,32.343,38,37.6,12.6,12.2,0.99,0.973
12,-10,629,1362,48.6414421265781,10569,61.967,37.423,39.6,39,12.9,12.7,0.984,0.987
12,-5,2150,1100,37.3359458794673,12419,61.967,42.503,40.3,40.3,12.7,12.4,1,0.977
12,0,5407,912,30.377169614294,14084,61.967,47.075,40.8,40.9,12.6,12.8,1,1.02
12,5,2150,875,32.7817176360852,15934,61.967,52.155,40.4,40.3,12.5,12.3,0.996,0.985
12,10,733,1288,45.7693960169616,17784,61.967,57.235,39.3,39.6,12.1,12,1.01,0.986
12,15,2924,1062,35.5172861194267,19631,61.967,62.315,37.8,37.9,12,11.8,1,0.979
12,20,462,762,37.3928377200962,21427,61.967,67.395,35.9,35.8,11.7,11.7,0.999,0.994
12,25,8575,575,20.07482666463,23132,61.967,72.475,33.5,33.1,11.6,11.2,0.989,0.965
12,30,2150,762,29.8324455519424,24563,61.967,77.047,31.2,30.9,11.3,11.1,0.991,0.988
12,35,250,800,42.988497140443,26006,61.967,82.127,28.4,28.2,10.9,10.7,0.993,0.981
12,40,7354,800,26.7514968138193,27242,61.967,87.207,25.7,25.8,10.8,10.6,1,0.989
14,-40,1844,875,33.3999673808052,1042,63.999,7.451,26,25.8,11,10.8,0.991,0.989
14,-35,4637,650,23.9451641284419,2302,63.999,12.531,28.8,28.6,11.3,11.3,0.994,0.998
14,-30,5407,988,32.0051830855897,3609,63.999,17.103,31.5,31.6,11.4,11.2,1,0.983
14,-25,997,875,36.1595851088243,5206,63.999,22.183,34.3,34.7,11.4,11.4,1.01,0.996
14,-20,3976,1325,38.3835379365139,6921,63.999,27.263,37.4,37.2,11.6,11.5,0.995,0.989
14,-15,997,650,29.5928971860169,8724,63.999,32.343,39.9,39.8,11.7,11.6,0.998,0.988
14,-10,292,650,36.7343392755218,10573,63.999,37.423,41.8,41.3,11.6,11.6,0.99,0.999
14,-5,250,1062,49.8455926092844,12423,63.999,42.503,42.5,42.5,11.6,11.8,1,1.02
14,0,250,538,33.1530542100914,14088,63.999,47.075,43,42.9,11.6,11.5,0.998,0.989
14,5,292,1138,50.2529928511573,15938,63.999,52.155,42.7,42.8,11.5,11.4,1,0.986
14,10,292,688,38.1319471463876,17788,63.999,57.235,41.5,41.7,11.2,11.5,1,1.03
14,15,5407,612,22.35646317102,19635,63.999,62.315,39.8,39.7,11.1,11.2,0.996,1.01
14,20,7354,1025,31.7866204633866,21431,63.999,67.395,37.6,37.2,10.9,11,0.991,1
14,25,5407,762,26.6730830311841,23136,63.999,72.475,34.8,34.8,10.7,11,1,1.02
14,30,396,538,30.1047495509461,24567,63.999,77.047,32.4,32.1,10.5,10.6,0.991,1.01
14,35,396,988,44.1324494307042,26010,63.999,82.127,29.4,29.6,10.5,10.2,1.01,0.974
14,40,7354,912,29.4285250661008,27246,63.999,87.207,26.6,26.9,10.2,10.3,1.01,1.01
16,-40,997,1400,45.845430855273,1046,66.031,7.451,27,27.1,10.5,10.3,1,0.984
16,-35,250,1400,64.5407546711256,2306,66.031,12.531,29.8,29.9,10.6,10.8,1.01,1.02
16,-30,1581,500,22.2821597847266,3613,66.031,17.103,32.8,32.7,10.5,10.7,0.997,1.01
16,-25,855,912,37.8041329771495,5210,66.031,22.183,36,36.1,10.4,10.3,1,0.985
16,-20,10000,1175,33.5220288605664,6925,66.031,27.263,39.3,39.2,10.6,10.8,0.998,1.02
16,-15,7354,988,31.0524815363945,8728,66.031,32.343,41.9,41.7,10.8,10.5,0.995,0.973
16,-10,629,1288,46.9013314492371,10577,66.031,37.423,44,43.6,10.7,10.7,0.991,1
16,-5,733,950,39.4637084578726,12427,66.031,42.503,44.9,45.1,10.6,10.8,1,1.02
16,0,629,1175,44.6623933674593,14092,66.031,47.075,45.5,45.2,10.7,10.5,0.993,0.977
16,5,3976,1288,37.90972467047,15942,66.031,52.155,45,45.2,10.5,10.4,1,0.99
16,10,2924,838,30.7061132727208,17792,66.031,57.235,44,44.2,10.4,10.4,1,0.998
16,15,462,1288,49.622657157336,19639,66.031,62.315,42.2,42.1,10.3,10.2,0.997,0.993
16,20,733,725,33.5807694203823,21435,66.031,67.395,39.5,39.4,10.2,10,0.999,0.983
16,25,855,1138,42.1753883193061,23140,66.031,72.475,36.4,36.5,9.93,9.95,1,1
16,30,1356,800,32.7924547863222,24571,66.031,77.047,33.7,33.6,10,9.88,0.998,0.985
16,35,10000,1400,36.5535792116875,26014,66.031,82.127,30.5,30.6,9.66,9.86,1.01,1.02
16,40,2150,950,34.4844676348087,27250,66.031,87.207,27.7,27.9,9.65,9.6,1.01,0.994
18,-40,5407,1025,32.7377514229783,1050,68.063,7.451,27.9,28,9.96,9.63,1,0.967
18,-35,1163,800,33.4892127708295,2310,68.063,12.531,31.1,30.8,9.71,9.9,0.991,1.02
18,-30,2150,575,23.9530708351411,3617,68.063,17.103,34.3,34,9.8,10.1,0.992,1.03
18,-25,855,1212,43.4244025292439,5214,68.063,22.183,37.5,37.8,9.67,9.88,1.01,1.02
18,-20,4637,1288,37.4113201437005,6929,68.063,27.263,41,41,9.83,9.93,0.999,1.01
18,-15,3976,1175,36.3189252468001,8732,68.063,32.343,44.2,44.5,9.85,9.7,1.01,0.985
18,-10,5407,838,28.6305993346859,10581,68.063,37.423,46.4,46.2,9.94,9.59,0.995,0.964
18,-5,2507,1400,41.0038915387383,12431,68.063,42.503,47.7,47.9,9.73,9.64,1.01,0.991
18,0,292,762,40.5923570023486,14096,68.063,47.075,48.3,48.1,9.77,9.47,0.996,0.969
18,5,462,575,30.7609717620307,15946,68.063,52.155,47.6,48.1,9.65,9.57,1.01,0.991
18,10,10000,950,29.3658077024805,17796,68.063,57.235,46.3,46.3,9.65,9.48,1,0.982
18,15,1356,1175,40.4761353613573,19643,68.063,62.315,44.6,43.9,9.45,9.51,0.984,1.01
18,20,250,650,37.92173687347,21439,68.063,67.395,41.5,41.5,9.51,9.49,1,0.999
